total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
478,479,37,453,14,191,273,77,55,270,1
456,405,60,153,6,223,459,15,18,375,0
208,357,40,185,377,196,495,78,47,71,5
360,454,96,142,496,310,19,73,67,229,4
162,431,16,266,484,324,60,35,87,204,1
143,39,30,253,155,240,393,70,56,174,0
26,81,89,208,281,304,184,24,65,261,3
404,445,44,98,60,242,397,40,85,326,0
79,211,32,290,229,334,74,35,37,355,5
422,146,72,203,387,70,419,40,30,499,2
76,14,23,202,297,472,283,7,13,267,2
67,49,61,154,360,384,443,37,69,333,0
113,498,14,451,95,73,333,45,30,466,5
110,448,91,369,350,260,258,58,84,310,1
378,95,87,111,261,454,3,2,3,342,2
440,21,85,46,131,76,433,87,17,442,3
482,298,94,369,464,15,403,13,68,29,1
160,162,78,336,329,354,373,49,10,473,4
298,22,36,464,252,101,283,60,62,159,3
26,419,92,66,402,476,101,18,42,41,1
245,161,1,299,268,363,290,43,57,459,3
72,231,84,30,130,212,12,79,24,204,5
344,374,41,126,42,161,489,93,33,402,2
235,327,36,239,387,86,237,67,9,50,3
68,147,34,305,335,16,445,13,80,438,3
266,192,32,263,409,331,221,5,49,99,5
357,400,51,4,122,238,398,94,4,328,1
136,320,55,60,266,480,108,75,47,52,1
426,169,92,142,73,330,397,21,13,196,4
200,304,77,66,219,139,319,2,8,242,3
479,472,63,321,153,446,148,74,86,91,0
440,275,98,440,358,243,37,55,69,279,3
56,1,55,118,257,415,396,69,78,342,0
230,174,63,329,416,65,221,89,61,240,5
223,254,55,43,145,265,356,23,80,61,4
17,468,85,26,477,307,498,89,39,5,5
492,393,52,396,359,294,193,48,3,107,4
96,432,57,182,51,72,69,54,24,332,5
184,386,26,181,262,309,99,25,62,334,0
221,150,58,209,181,13,367,3,71,399,2
307,91,39,61,304,211,443,73,86,141,0
116,446,90,130,90,273,106,30,32,327,3
482,456,63,282,282,54,251,18,27,73,1
305,235,97,312,483,17,52,14,72,83,0
378,381,25,362,355,328,387,9,56,98,3
81,70,96,30,43,464,5,44,84,314,4
274,382,34,295,350,284,121,7,58,317,5
71,69,23,333,102,134,80,66,56,12,2
119,464,40,259,155,136,352,62,52,267,0
408,379,47,159,313,265,206,84,42,50,1
144,386,40,468,431,43,26,76,34,99,3
112,329,65,291,311,241,104,91,66,275,3
174,492,37,356,342,158,25,77,12,301,1
274,415,99,402,290,293,71,31,36,385,3
369,232,65,363,330,305,329,70,1,207,0
382,177,66,97,309,366,478,95,14,317,1
405,437,89,366,71,50,139,5,40,281,2
398,34,39,451,154,278,328,71,34,293,4
224,32,11,302,167,286,496,5,54,331,4
403,34,53,242,498,327,93,85,88,141,5
282,157,67,416,452,362,251,81,75,14,1
120,133,10,59,291,113,152,87,78,309,1
114,378,68,416,27,203,389,24,74,120,4
456,66,61,6,163,400,166,49,7,315,0
487,172,31,199,143,98,198,90,17,494,3
12,319,34,210,366,59,189,0,44,35,3
273,15,38,48,28,291,243,41,45,85,2
352,29,29,145,389,353,121,89,75,256,0
41,216,74,205,157,211,432,85,76,200,3
108,403,95,207,466,177,272,65,55,156,2
400,99,57,363,219,161,201,93,24,452,1
445,162,93,99,362,407,202,74,64,473,5
159,476,18,194,284,347,475,32,1,328,2
32,22,75,222,10,306,483,38,77,73,1
121,403,60,379,483,247,340,8,89,235,1
262,199,16,82,271,46,455,57,93,38,2
465,370,85,486,48,5,365,99,69,279,0
19,192,74,106,181,296,201,81,70,187,1
3,281,47,231,384,81,328,47,34,149,5
403,108,75,279,369,359,352,15,62,66,0
327,176,47,130,265,280,222,3,7,10,0
492,268,19,486,417,306,115,42,69,187,3
131,147,78,453,254,251,294,82,19,225,3
365,203,86,168,387,355,136,86,30,368,5
194,351,49,124,255,169,214,93,55,273,0
406,152,30,235,130,442,202,55,77,106,4
23,347,61,91,61,49,392,45,72,239,1
467,217,77,384,112,18,442,81,26,62,3
233,437,9,352,285,144,325,95,70,442,5
55,218,74,114,100,335,92,44,41,124,1
407,265,33,223,449,264,499,87,58,398,3
481,260,57,347,72,284,328,62,97,448,3
59,206,55,224,28,44,191,89,64,456,1
171,300,67,245,36,55,14,51,95,7,4
423,229,9,261,345,464,141,37,43,210,5
400,435,76,339,395,79,143,4,15,73,5
425,272,75,61,312,80,322,43,31,237,0
171,120,73,457,265,450,460,56,84,490,4
425,415,71,495,114,38,492,18,98,30,2
44,389,92,225,471,48,42,6,25,417,1
37,444,58,25,430,411,68,23,69,300,5
266,406,37,252,244,466,309,2,70,149,3
204,109,44,45,185,102,216,27,75,85,5
223,133,66,25,25,55,424,40,66,305,2
123,185,8,146,212,182,402,71,62,179,1
350,483,16,186,328,372,213,52,71,239,5
484,100,53,271,426,451,304,14,8,154,3
31,81,92,208,314,431,414,21,49,257,2
119,197,92,45,160,98,88,21,27,71,0
139,435,42,55,278,51,219,99,54,138,0
162,178,49,132,331,116,35,56,48,397,5
271,437,35,10,492,451,180,27,6,309,2
216,371,22,148,3,53,344,80,73,332,1
328,380,44,122,212,155,140,29,71,465,1
250,382,34,15,458,234,5,98,42,358,2
378,78,12,227,197,330,425,79,5,256,4
38,212,7,48,191,5,93,39,42,495,4
218,309,34,374,377,469,377,86,12,298,0
322,52,64,405,255,191,353,85,17,228,5
7,441,62,75,69,281,499,14,36,333,2
325,394,70,487,455,405,69,55,90,413,4
304,118,33,395,167,122,297,6,7,105,5
227,223,51,314,427,2,413,46,52,420,5
232,124,8,265,437,490,37,61,65,422,0
105,5,76,479,261,485,381,54,42,178,2
328,397,7,140,421,462,305,46,72,256,2
276,30,9,439,316,386,107,69,70,45,5
143,170,24,135,314,423,322,85,67,320,4
361,392,92,418,115,408,429,98,56,375,3
120,246,88,283,484,335,268,9,27,438,4
496,74,74,226,124,4,440,59,96,279,2
358,261,47,329,18,294,280,92,41,196,2
309,409,68,423,470,80,441,25,85,288,2
174,223,93,66,258,254,277,45,30,389,5
83,278,50,463,99,301,479,8,93,339,3
115,399,4,434,394,142,481,72,82,50,0
50,307,11,145,97,17,320,58,25,167,0
127,244,20,99,427,466,254,61,8,346,2
42,92,91,432,121,283,210,76,28,332,3
353,489,68,93,256,150,352,42,29,134,4
279,346,33,4,468,48,175,6,2,169,4
343,443,52,259,133,105,262,44,7,480,0
217,179,98,133,268,305,82,53,31,364,4
147,180,52,32,428,13,445,82,36,87,3
110,401,93,234,199,420,251,26,10,140,1
195,146,71,111,91,298,202,39,59,416,1
407,374,70,349,353,407,317,62,87,168,4
42,182,32,173,160,97,193,84,6,339,5
433,413,32,380,404,179,145,90,91,54,0
104,266,76,226,86,20,237,39,52,1,4
8,97,62,318,146,311,301,73,35,16,2
327,414,13,231,355,149,13,65,12,260,1
101,149,93,72,360,18,140,96,86,271,3
333,437,65,488,405,426,427,17,54,312,0
442,397,62,142,11,405,426,69,11,137,2
237,0,37,372,149,349,388,0,43,237,3
20,241,4,152,382,215,142,51,16,331,2
389,492,64,409,111,447,379,60,33,13,4
275,168,60,349,208,497,408,83,23,498,0
274,388,23,308,431,197,142,51,42,159,0
127,249,82,447,265,376,163,40,45,141,1
61,276,15,415,276,42,227,87,87,188,4
66,409,24,227,180,166,350,98,95,135,2
358,479,26,13,162,119,126,42,90,49,2
90,64,51,344,84,413,277,54,83,427,1
182,465,54,315,335,82,311,0,60,14,0
106,105,21,484,363,342,368,44,88,46,5
426,329,22,351,116,14,476,57,94,9,5
356,253,7,33,352,384,93,25,77,302,5
159,25,23,371,168,89,222,49,93,198,3
366,320,35,353,48,392,157,39,33,270,2
236,420,36,85,312,440,61,33,12,32,4
287,435,43,161,275,458,63,32,62,119,2
491,424,53,344,452,192,167,75,7,470,4
390,179,43,310,246,158,396,21,20,333,2
52,489,41,315,358,357,199,68,81,59,4
59,124,98,304,228,218,381,65,51,272,3
376,44,83,39,112,227,153,27,47,332,5
254,7,77,175,377,10,282,85,1,72,3
248,396,18,345,300,57,36,66,6,331,2
434,266,50,353,498,432,15,56,78,451,3
218,45,84,262,363,393,14,91,93,424,4
446,233,43,28,103,325,0,47,54,491,3
331,169,41,64,189,405,328,71,76,200,3
56,318,19,494,128,309,163,60,91,230,3
109,424,34,432,409,125,271,18,50,395,4
183,6,12,43,5,3,96,44,39,227,5
4,413,62,463,321,205,371,89,65,25,4
98,8,8,280,362,399,43,14,65,339,2
497,358,61,231,249,51,232,34,65,444,3
12,19,34,485,392,116,383,79,13,188,2
258,253,28,251,212,221,344,81,66,43,3
28,67,50,409,42,393,291,36,97,445,4
436,177,46,94,85,59,330,92,59,488,4
102,105,13,490,17,436,49,18,87,387,3
483,253,49,484,328,335,308,37,2,297,3
94,354,23,307,251,474,344,20,10,476,3
237,385,70,281,408,468,55,63,54,217,5
255,97,23,355,19,196,428,74,81,335,4
10,98,3,140,10,116,80,70,40,206,5
101,35,76,65,408,94,392,24,65,466,5
11,175,73,414,409,139,484,8,16,498,0
216,358,49,314,143,285,167,87,44,36,2
454,467,42,206,133,123,164,48,35,165,2
440,1,15,50,347,488,492,1,31,317,1
419,442,38,322,83,274,395,7,32,271,0
26,408,16,93,408,74,40,51,59,282,1
330,250,8,326,155,190,313,37,19,117,2
126,208,86,350,438,366,157,63,8,172,0
409,87,74,344,205,239,284,56,31,20,2
320,499,80,199,52,420,177,81,88,198,1
6,251,80,178,396,395,426,26,59,11,4
417,39,74,107,64,471,317,51,25,201,0
493,224,64,28,250,425,462,2,85,430,4
177,498,72,466,280,376,488,7,43,109,2
173,461,27,355,180,391,51,54,85,238,3
51,152,72,150,137,410,132,82,11,60,5
2,347,79,25,272,293,484,76,1,4,1
321,435,41,498,451,269,485,24,73,184,0
143,8,86,334,396,290,171,6,46,431,0
317,15,8,53,414,444,343,27,60,220,2
416,28,97,209,145,69,347,13,22,489,3
187,120,9,91,467,54,26,7,78,191,3
150,215,99,447,380,412,184,41,26,394,0
342,363,37,187,174,84,108,59,55,393,3
16,192,36,452,237,468,185,73,74,145,0
139,449,40,297,428,218,346,2,35,418,4
330,224,62,421,94,436,144,30,4,221,5
7,278,42,202,135,452,411,45,6,14,1
169,290,56,432,162,262,245,50,47,419,3
380,421,62,62,440,447,298,94,12,81,0
172,82,73,497,249,481,159,13,5,397,1
32,264,77,411,196,295,73,14,59,186,0
319,342,84,52,61,134,90,75,35,451,1
181,13,81,379,437,22,69,49,47,125,0
432,175,86,384,236,448,413,3,9,149,0
361,179,80,108,413,224,158,6,22,479,1
381,485,68,432,50,176,106,52,46,393,2
4,406,40,139,97,297,188,92,6,53,5
230,4,8,91,430,382,493,55,79,341,4
467,98,77,183,30,342,64,75,50,23,4
235,402,78,54,263,48,312,58,71,129,5
474,471,95,66,437,218,84,79,26,190,1
76,491,49,205,314,434,154,42,30,472,0
206,100,72,279,416,236,140,11,23,372,2
219,213,82,144,369,149,324,56,92,480,4
251,131,25,432,177,349,445,18,2,89,0
447,499,1,20,240,473,373,21,21,8,4
385,393,80,315,4,423,52,2,96,155,0
229,66,35,162,93,79,443,58,54,486,2
8,169,67,281,101,450,380,16,83,341,4
249,421,44,379,186,488,423,57,96,223,0
47,261,61,254,464,192,389,75,37,365,5
195,241,71,102,351,94,262,94,30,434,4
219,96,10,190,422,27,271,26,79,42,0
355,138,59,195,112,76,170,27,86,264,1
307,430,32,404,193,199,487,99,20,8,0
159,44,64,159,432,260,326,31,83,269,2
204,310,0,92,485,246,219,39,46,366,1
63,440,79,495,389,93,225,43,89,409,4
408,116,24,194,242,225,478,75,75,10,0
175,339,93,17,278,107,146,60,14,29,2
187,475,71,238,172,73,92,78,86,187,5
356,441,66,4,240,452,12,38,14,447,4
67,106,91,44,109,284,20,5,36,181,2
297,55,3,284,128,440,264,94,70,73,2
83,238,26,296,488,190,446,28,2,404,2
2,55,18,288,273,122,31,62,87,284,3
40,326,92,104,218,303,368,41,83,32,2
226,48,4,323,425,167,108,94,26,311,1
275,496,70,297,278,456,423,72,97,97,4
269,232,33,39,246,463,95,68,9,79,2
394,329,43,378,376,134,103,49,54,417,3
233,340,27,347,382,164,79,27,72,129,0
306,250,34,16,336,15,284,33,70,274,0
261,286,27,181,252,239,310,12,22,3,1
48,348,20,272,167,90,406,81,49,309,5
432,194,14,137,248,439,168,59,85,257,1
342,246,61,316,28,96,417,70,14,152,3
323,391,86,224,409,196,356,15,40,86,2
72,108,53,355,316,392,102,42,77,424,5
201,447,78,431,37,238,39,45,89,320,5
138,406,83,38,53,121,147,10,82,38,4
268,154,14,119,99,335,14,75,90,269,1
255,279,52,360,399,311,230,95,12,145,5
232,311,59,70,210,497,316,33,75,254,0
147,206,75,280,223,340,215,26,45,97,5
180,323,94,483,255,139,211,35,73,413,5
166,189,52,225,74,336,151,33,6,77,3
9,267,63,360,290,91,34,26,60,288,5
184,74,24,488,439,298,299,78,84,347,4
329,270,58,327,85,240,3,33,68,257,4
21,139,8,492,473,179,105,21,14,67,4
115,6,5,358,32,35,480,66,97,270,2
381,322,67,137,353,264,74,35,17,169,5
271,165,71,194,86,166,176,43,96,345,1
55,372,34,103,259,496,375,24,49,212,4
172,325,86,33,3,48,92,50,85,98,1
55,479,30,84,435,381,427,6,25,332,1
454,116,3,224,238,403,263,10,80,225,5
121,19,40,181,440,134,261,77,53,229,5
262,377,68,192,347,480,235,66,45,169,3
21,178,73,276,133,173,476,33,32,337,0
9,486,41,87,55,123,169,76,52,43,5
303,117,14,416,69,392,126,71,14,83,1
182,382,47,349,480,137,311,20,12,3,2
144,394,96,475,158,51,415,2,90,196,0
164,414,34,60,425,292,293,23,17,197,5
164,249,89,401,252,121,7,48,91,467,3
185,199,33,347,334,352,220,72,59,498,4
428,378,20,415,120,434,498,66,14,368,2
335,391,36,455,203,333,114,4,44,272,5
4,293,49,422,55,79,124,24,10,235,2
228,494,74,236,139,261,137,23,79,349,2
45,277,40,330,273,183,325,11,5,380,2
142,344,46,144,21,118,446,3,17,287,3
30,447,85,375,196,140,364,57,4,170,0
118,176,89,115,454,136,417,61,71,0,1
432,431,9,293,105,216,412,83,72,478,4
94,422,3,35,245,384,138,19,19,330,0
178,412,94,206,14,81,167,64,82,397,5
371,61,4,458,376,494,395,89,17,255,1
74,210,48,413,471,154,414,83,36,31,2
257,186,26,353,170,497,31,67,92,288,5
496,388,31,239,317,303,187,23,16,95,1
350,461,61,414,372,194,96,54,77,417,4
296,292,71,138,448,494,419,80,8,54,5
441,293,96,95,397,224,137,80,74,106,4
164,394,14,174,115,31,239,67,29,115,0
178,446,40,0,318,114,146,18,93,159,2
499,305,33,369,114,404,440,14,22,124,5
415,0,91,116,306,0,69,51,41,443,3
388,181,35,9,264,198,267,21,58,492,0
369,347,23,44,153,145,368,75,16,447,1
335,90,40,251,65,376,411,86,45,483,3
69,293,3,215,166,454,371,61,12,468,3
115,102,69,125,164,185,89,72,92,280,0
134,246,73,122,468,15,187,24,68,287,2
428,127,14,433,200,403,254,19,20,218,3
88,51,76,176,39,358,488,6,87,332,3
78,50,84,137,379,201,114,42,9,435,3
179,203,45,421,248,468,484,94,23,138,2
138,450,51,144,91,413,365,23,36,416,5
414,66,45,33,108,104,483,1,30,244,2
408,106,54,252,242,188,399,71,47,58,1
419,490,47,494,79,157,364,16,81,59,4
448,164,48,443,360,349,493,7,55,367,2
326,235,45,423,286,293,395,83,5,83,4
327,395,17,396,176,247,457,63,90,288,3
266,383,75,331,70,68,494,22,9,141,1
226,95,81,71,424,311,476,42,23,349,3
111,128,41,347,376,457,116,14,72,35,4
223,465,49,79,313,423,250,35,95,85,3
448,377,82,68,204,453,238,20,46,399,4
271,48,68,357,203,376,11,39,64,116,5
238,182,87,28,443,182,37,39,92,467,0
109,71,57,487,226,311,149,74,90,113,4
386,360,77,451,163,363,50,92,19,262,0
459,296,10,406,131,316,320,55,43,74,5
199,447,41,88,312,284,51,28,14,229,5
215,445,68,54,432,492,378,46,62,145,4
265,72,69,91,391,428,378,81,80,348,5
69,248,12,90,213,61,13,77,2,228,5
75,257,2,165,93,387,128,8,81,476,3
353,298,74,298,226,339,143,87,33,279,5
159,285,86,106,434,198,190,11,65,398,2
402,13,97,221,318,405,220,76,57,423,5
376,253,67,71,489,105,208,29,43,355,0
450,10,23,193,67,4,194,88,39,69,0
174,483,32,188,135,444,238,55,7,107,5
42,369,67,263,479,449,40,28,21,288,2
457,221,95,402,322,326,379,61,75,84,5
271,433,42,270,99,72,80,5,81,415,5
473,114,97,356,68,249,360,49,67,8,2
453,223,67,275,98,134,444,44,36,365,2
295,92,14,216,228,473,8,8,91,494,2
241,365,63,3,265,356,201,5,98,366,1
425,125,86,257,201,489,418,89,57,414,2
432,191,88,130,126,199,85,74,5,379,1
265,438,80,462,279,362,69,92,51,133,1
319,376,32,434,390,344,354,1,95,278,4
166,184,59,421,241,449,220,11,73,444,0
420,336,0,155,3,196,307,23,75,220,0
425,359,37,193,234,364,262,73,84,155,1
209,279,18,498,52,151,152,15,80,333,2
450,158,61,398,286,24,384,94,75,164,3
169,235,44,259,334,274,415,61,9,193,2
165,391,17,350,207,99,124,30,27,105,2
62,362,43,275,243,48,264,87,22,238,0
205,71,92,381,203,423,124,20,9,488,1
55,320,73,183,2,81,23,39,78,422,3
262,228,73,433,445,278,24,59,27,114,4
11,87,98,42,210,217,428,17,16,111,4
173,469,91,299,413,491,247,42,56,33,3
54,418,98,262,335,389,491,87,46,287,4
355,97,29,373,478,7,224,15,87,431,3
257,251,14,109,133,360,489,64,85,163,4
396,415,25,235,197,387,43,52,43,115,2
172,295,22,305,398,303,196,47,2,28,0
481,451,9,278,315,463,253,48,80,354,3
130,50,96,123,268,89,115,35,22,489,0
182,229,50,243,89,258,424,88,63,230,1
282,72,40,283,410,104,224,84,30,115,0
189,147,11,88,106,58,376,60,82,40,2
481,284,65,301,439,259,266,64,8,314,5
34,25,3,312,376,40,28,74,83,142,0
315,277,33,304,457,29,420,37,32,134,5
50,178,53,133,481,71,104,86,28,428,1
426,431,73,83,458,56,391,31,44,106,0
124,229,60,339,239,289,432,74,19,231,5
138,225,17,198,289,221,33,12,71,448,1
292,447,14,49,223,359,375,80,33,280,4
484,21,62,415,381,397,498,42,8,432,3
368,31,88,372,134,300,26,53,55,324,0
404,86,83,313,294,89,354,2,65,408,4
93,471,96,294,102,215,161,28,65,89,3
125,284,19,215,69,441,224,97,59,481,0
130,284,76,464,144,261,26,51,20,187,3
276,305,45,465,429,392,162,75,30,439,4
480,453,78,280,143,60,438,88,90,102,1
390,394,61,438,369,408,172,54,8,138,5
18,357,37,18,433,293,302,44,67,171,5
249,81,10,298,375,84,170,7,91,161,2
405,268,15,337,168,67,299,87,90,108,2
23,319,63,83,184,45,447,85,70,190,3
498,259,3,132,209,454,10,31,53,478,0
323,23,85,251,134,157,170,26,99,397,1
464,412,34,413,25,491,72,13,77,430,0
475,398,53,252,59,403,32,78,59,149,0
144,178,94,445,193,442,245,32,27,183,0
362,42,7,250,129,460,269,40,37,372,0
98,251,69,187,214,18,15,12,10,380,4
492,411,50,209,93,220,154,12,19,248,3
195,122,27,17,140,158,476,5,42,285,4
434,45,6,353,321,217,415,60,51,146,1
183,153,24,394,233,491,353,75,18,93,4
189,236,7,381,41,166,2,8,82,423,1
15,401,40,217,33,327,277,48,66,381,3
154,365,88,185,122,239,81,98,60,304,1
299,36,94,204,389,329,265,10,27,300,2
9,499,73,42,352,101,221,49,6,432,3
146,260,71,74,251,171,397,70,0,38,1
300,102,18,434,325,166,179,71,63,454,0
360,44,73,231,141,252,358,17,14,169,5
496,267,49,341,383,231,315,79,56,205,0
170,31,24,6,238,178,492,37,38,154,3
402,361,54,250,230,289,419,44,14,228,5
343,396,32,256,347,177,100,10,93,251,4
328,489,14,208,173,250,24,7,82,86,4
371,357,20,161,483,164,483,57,92,259,0
497,485,73,165,76,246,275,81,8,48,0
332,405,73,276,390,58,234,3,80,354,5
369,456,22,335,416,215,424,87,25,299,0
290,23,30,397,392,449,340,84,87,360,1
87,276,7,55,40,199,80,66,37,138,5
74,248,54,223,403,453,204,50,74,34,2
468,377,92,330,179,461,299,26,34,298,0
429,448,24,146,235,311,257,4,19,440,2
343,5,93,295,96,95,425,8,71,420,2
253,260,4,337,355,187,146,9,21,212,0
319,63,16,311,92,49,476,28,28,43,4
328,495,8,342,196,416,311,31,69,307,1
369,279,54,311,401,67,486,20,18,386,2
76,107,11,204,150,227,313,24,86,27,3
302,52,40,264,347,182,280,51,21,384,2
116,312,66,120,128,43,167,61,59,89,3
168,375,82,161,313,89,495,16,29,448,0
484,110,72,325,5,247,299,26,35,75,2
426,87,74,82,402,54,82,51,87,116,5
255,393,69,447,354,366,419,43,69,262,2
335,401,46,238,257,26,81,79,45,140,4
389,278,97,58,478,25,301,26,84,326,2
118,272,25,105,221,271,299,66,87,312,4
290,29,70,172,72,499,413,14,53,335,1
161,320,28,107,271,293,139,88,4,10,1
39,307,56,238,69,48,177,81,68,389,1
112,129,58,51,257,315,424,85,83,256,0
496,426,31,224,36,494,438,19,7,399,4
211,302,1,455,443,55,44,37,38,308,0
45,336,71,26,466,460,172,44,88,185,3
406,324,84,252,5,360,100,0,2,82,1
258,52,25,150,340,79,126,85,33,378,5
245,319,18,319,472,90,405,29,65,371,2
320,488,82,11,230,111,1,28,2,101,2
457,211,4,418,86,211,4,20,49,149,1
91,370,81,21,189,362,353,72,15,313,5
28,390,79,151,389,324,8,41,83,194,1
115,12,73,29,192,166,475,34,42,316,2
208,28,75,89,80,16,254,17,93,296,3
106,109,50,150,402,113,365,78,98,152,5
137,422,34,156,344,70,147,68,46,319,0
425,138,33,229,403,69,228,72,99,125,1
315,190,45,107,178,223,35,63,11,117,5
397,60,42,457,137,158,1,2,72,457,5
235,235,58,304,296,8,256,97,47,188,5
134,175,33,200,154,366,223,56,3,161,2
407,220,27,66,60,402,83,16,20,292,3
426,401,10,371,231,439,143,67,20,279,3
438,463,80,269,113,266,87,12,25,154,0
99,270,37,72,389,20,35,94,4,423,2
395,119,34,228,406,339,444,97,9,200,4
368,104,55,482,270,77,247,57,33,289,5
322,148,74,389,95,455,179,50,35,306,3
434,17,19,312,454,490,188,67,13,270,4
489,119,83,476,195,168,445,40,71,414,5
410,114,32,332,417,76,36,0,2,316,1
337,91,44,233,131,363,62,16,54,492,0
245,99,73,370,95,467,9,13,60,236,5
446,301,37,73,481,142,398,27,70,409,1
270,146,70,304,80,158,178,16,60,473,5
259,166,18,151,150,382,133,80,25,260,0
170,52,86,167,56,388,0,26,78,288,3
446,124,65,107,215,216,102,77,10,151,1
206,301,13,426,211,319,400,23,56,454,3
313,96,13,116,84,409,185,22,3,404,5
392,305,50,323,16,423,19,13,0,364,2
446,150,39,389,46,374,264,29,82,99,5
218,13,0,451,184,156,438,36,3,136,1
99,346,79,127,263,225,199,7,10,437,3
445,138,12,275,466,347,66,45,92,247,5
413,392,57,439,151,220,378,60,75,457,0
45,169,83,318,18,1,273,71,3,339,3
244,308,41,311,258,3,57,9,78,434,0
97,490,77,356,342,480,361,26,47,184,4
55,72,11,285,353,254,128,71,82,383,1
374,230,51,54,8,360,33,49,61,121,0
189,364,24,301,253,239,38,18,90,195,5
137,311,73,338,92,272,307,24,66,84,5
25,240,54,368,329,394,105,47,29,236,2
275,295,62,463,274,413,216,41,90,88,5
175,299,39,19,270,446,177,33,58,124,5
460,402,96,25,350,91,100,61,42,380,4
263,44,69,460,230,357,224,59,74,438,1
22,139,53,269,219,494,350,14,67,83,0
140,254,16,138,493,185,33,96,43,153,1
443,79,37,377,1,456,181,11,14,136,2
435,177,1,264,476,432,129,84,29,26,4
220,122,63,211,105,77,115,40,78,349,5
260,21,90,310,125,490,455,70,61,81,0
247,443,32,215,295,64,169,88,55,327,3
374,352,79,441,309,14,394,0,61,416,2
99,391,57,129,363,206,297,49,73,77,2
82,212,18,497,118,188,310,94,86,40,0
321,204,24,460,44,121,432,28,78,129,1
184,262,9,123,52,356,46,96,5,309,4
26,346,39,202,474,2,441,68,24,422,0
119,75,88,444,289,413,18,26,38,320,3
160,473,29,457,348,22,87,26,91,183,2
28,253,3,113,286,235,98,15,45,196,1
166,153,67,37,410,359,416,88,82,264,5
332,309,4,304,331,136,273,0,56,115,2
250,21,77,107,236,350,277,98,45,100,5
402,438,51,373,469,134,224,60,78,19,4
491,384,48,438,126,398,452,34,87,380,4
245,448,60,134,188,152,286,28,46,415,3
18,336,32,115,89,363,341,92,66,256,2
57,374,64,90,172,26,34,82,93,20,4
61,88,68,367,120,410,429,6,2,204,3
292,101,2,117,142,295,160,98,20,436,4
350,438,17,216,296,15,293,37,40,194,3
367,423,68,249,388,38,358,44,62,393,0
154,36,19,130,281,424,61,90,42,171,1
25,5,81,145,435,117,378,83,55,30,4
374,332,26,342,5,311,457,48,95,284,0
116,88,16,412,417,459,274,29,58,282,3
409,335,74,84,348,138,359,58,81,259,1
77,233,43,342,129,309,39,84,0,210,1
477,364,65,124,68,4,152,20,41,116,2
235,348,74,334,360,418,445,0,30,243,3
443,124,45,361,131,45,402,63,77,350,3
256,23,67,140,359,46,91,63,9,435,3
458,456,98,93,95,481,396,45,79,408,0
333,325,60,87,2,237,115,78,67,60,0
212,338,44,290,15,381,203,31,7,303,4
416,18,89,397,28,322,440,66,25,97,5
309,66,51,5,50,253,210,26,22,211,4
121,158,79,475,268,38,325,10,0,346,3
460,403,38,31,380,69,389,48,65,210,3
86,380,48,400,103,106,353,45,62,331,3
188,350,29,57,158,276,110,6,51,331,4
261,373,86,269,155,237,233,66,54,360,0
193,358,85,97,436,323,281,24,4,146,5
204,27,98,405,142,281,297,28,20,384,2
298,252,56,438,322,149,385,14,62,416,0
229,242,92,239,103,176,349,72,78,307,0
437,355,54,439,251,489,55,68,74,150,4
387,219,0,21,329,350,246,51,56,272,5
36,196,15,348,180,442,441,32,14,207,0
430,137,69,175,303,66,143,78,10,340,1
421,365,66,283,267,471,107,62,55,80,4
171,111,68,371,307,148,230,11,99,319,3
247,403,25,156,83,200,13,17,25,79,1
200,185,95,4,39,427,273,81,16,297,1
277,154,76,379,454,398,285,81,78,385,3
416,300,52,480,486,130,322,45,6,302,2
200,152,38,254,40,355,345,17,53,182,1
46,11,98,418,14,218,93,86,77,269,4
435,85,57,399,392,175,494,28,67,55,1
5,41,88,206,22,140,312,55,12,149,3
382,300,84,185,318,93,66,73,43,211,3
23,81,24,356,421,199,226,76,71,166,2
306,18,80,163,450,405,273,40,86,91,0
354,264,4,396,31,488,93,88,98,9,0
134,251,13,231,176,307,89,78,91,320,3
168,126,7,231,94,428,384,60,1,36,0
412,23,22,284,474,152,35,82,92,330,1
94,153,14,49,355,415,224,38,78,487,2
222,114,35,134,109,260,302,81,99,140,4
271,431,27,439,80,176,333,85,81,369,0
336,125,25,110,76,17,184,93,40,205,3
358,198,83,89,243,414,391,79,10,491,1
36,158,93,23,466,334,424,62,27,60,4
7,219,95,325,179,499,195,24,67,407,3
181,81,18,247,1,94,134,73,18,198,2
260,298,54,135,152,457,115,83,36,296,5
181,75,2,30,10,166,39,96,74,46,1
149,383,50,8,367,389,85,39,93,245,2
489,405,95,181,400,51,460,62,2,370,3
388,145,71,241,209,300,96,21,51,212,3
329,457,79,418,20,288,322,76,49,185,3
28,23,36,127,319,207,236,70,29,205,5
30,62,60,450,305,14,417,78,88,492,3
314,12,98,322,416,31,113,75,24,310,4
408,113,56,33,147,10,243,21,10,490,4
20,284,5,152,47,270,416,51,69,458,2
252,478,14,62,247,140,169,43,33,465,1
182,62,70,486,299,371,465,76,82,133,4
463,283,40,495,44,298,487,26,80,489,0
78,204,60,439,272,130,303,93,79,1,4
291,161,31,427,151,148,58,43,10,38,0
305,94,35,211,349,351,390,2,85,179,4
28,16,65,403,89,439,340,81,43,139,1
202,391,79,439,367,460,408,54,32,116,4
